portal_id	tax_phylum	tax_class	tax_order	eco_term
Cucbe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Fenfe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Phapo1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Stasp1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ampqui1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Stano2	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ophdi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parch1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parchr1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Setho1	Ascomycota	Dothideomycetes	Pleosporales	N/A
PhaPMI808	Ascomycota	Dothideomycetes	Pleosporales	N/A
Boeex1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Phomu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Epini1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didex1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Macan1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Ascra1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lizem1	Ascomycota	Dothideomycetes		N/A
Dotsy1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Jahaq1	Ascomycota	Dothideomycetes	Jahnulales	N/A
Pleav1	Ascomycota	Dothideomycetes		N/A
Bysci1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Maseb1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Microd1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Perma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lenfl1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Karrh1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Parsp1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Bimnz1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Didsa1	Ascomycota	Dothideomycetes		N/A
Trepe1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Corca1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Masph1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Herpot1_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Plesi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Melpu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Spofi1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Wesor1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Currey1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lopma1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Aaoar1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Denna1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Lopnu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Polfu1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Veren1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Amnli1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Cloaq1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Linin1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Zoprh1	Ascomycota	Dothideomycetes		N/A
Delco1	Ascomycota	Dothideomycetes	Pleosporales	N/A
DelFL0756_1	Ascomycota	Dothideomycetes	Pleosporales	N/A
Glonio1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Hyspu1_1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Rhyru1_1	Ascomycota	Dothideomycetes	Hysteriales	N/A
Lopmy1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Mytre1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Lophiu1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Cenge3	Ascomycota	Dothideomycetes		mycorrhizal_fungi
Glost2	Ascomycota	Dothideomycetes		N/A
Leppa1	Ascomycota	Dothideomycetes	Mytilinidiales	N/A
Psehy1	Ascomycota	Dothideomycetes	Acrospermales	N/A
Alikh1	Ascomycota	Dothideomycetes	Jahnulales	N/A
Linrh1	Ascomycota	Dothideomycetes	Lineolatales	N/A
Phy27169	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phycpc1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phycitr1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phycit1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phcit1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phcitr1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Phycap1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Macph1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Macpha1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Botdo1_1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Dipse1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Neopa1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Meltu1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Aplpr1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Sacpr1	Ascomycota	Dothideomycetes	Botryosphaeriales	N/A
Conap1	Ascomycota	Dothideomycetes		black_yeasts
Patat1	Ascomycota	Dothideomycetes	Patellariales	N/A
Venin1	Ascomycota	Dothideomycetes	Venturiales	N/A
Venpi1	Ascomycota	Dothideomycetes	Venturiales	N/A
Verga1	Ascomycota	Dothideomycetes	Venturiales	black_yeasts
Totfu1	Ascomycota	Dothideomycetes	Venturiales	N/A
Tribi1	Ascomycota	Dothideomycetes	Phaeotrichales	N/A
Micmi1	Ascomycota	Dothideomycetes	Microthyriales	N/A
Stobe1	Ascomycota	Dothideomycetes		N/A
Erebi1	Ascomycota	Dothideomycetes	Eremomycetales	N/A
Aulhe2	Ascomycota	Dothideomycetes	Aulographales	N/A
Rhili1	Ascomycota	Dothideomycetes	Aulographales	N/A
Tryvi1	Ascomycota	Dothideomycetes	Trypetheliales	lichen_mycobionts,lichens
Sepmu1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Seppo1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Cerzm1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Mycfi2	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Pseule1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Clafu1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Dotse1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Zasce1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Mycgr3	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Zymps1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Zymbr1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Zymar1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Disac1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Horac1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Aciri1_iso	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Aciri1_meta	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Pieho1_1	Ascomycota	Dothideomycetes	Capnodiales	N/A
Ternu1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Bauco1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
TerNC1134_1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Horwer1	Ascomycota	Dothideomycetes	Mycosphaerellales	N/A
Clasph1	Ascomycota	Dothideomycetes	Cladosporiales	N/A
Polci1	Ascomycota	Dothideomycetes	Capnodiales	N/A
Aurpu_var_mel1	Ascomycota	Dothideomycetes	Dothideales	N/A
Aurpu_var_nam1	Ascomycota	Dothideomycetes	Dothideales	N/A
Aurpu_var_sub1	Ascomycota	Dothideomycetes	Dothideales	N/A
Aurpu_var_pul1	Ascomycota	Dothideomycetes	Dothideales	N/A
AurpulNBB1	Ascomycota	Dothideomycetes	Dothideales	N/A
Delst1	Ascomycota	Dothideomycetes	Dothideales	N/A
Elsamp1	Ascomycota	Dothideomycetes	Myriangiales	N/A
Myrdu1	Ascomycota	Dothideomycetes	Myriangiales	N/A
Myrian1	Ascomycota	Dothideomycetes	Myriangiales	N/A
Triha1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trihar1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trigui1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trien1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triatrob1	Ascomycota	Sordariomycetes	Hypocreales	N/A
TriharM10_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
TriharT22_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triag1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Tripare1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triple1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trice1	Ascomycota	Sordariomycetes	Hypocreales	N/A
TriviGv29_8_2	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trihel1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trire2	Ascomycota	Sordariomycetes	Hypocreales	N/A
TrireRUTC30_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Tripar1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trilo3	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trilon1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trieff1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trici4	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trifla1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trisin1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triatro1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triatrov1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triatr1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triat2	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trigam1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trikon1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triham1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triasp1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triaspe1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Trias1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Tribre1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Tribrev1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Triaru1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Beaba1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Cormi1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Metac1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Metro1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Pocchl1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Ustvir1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Pursp1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Tolinf1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Myrin1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Stael1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Nieex1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Necsp1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Cloro1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Acrchr1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Acrst1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Sarstr1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Valla1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxlyc1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxrad1	Ascomycota	Sordariomycetes	Hypocreales	N/A
FusoxFo47	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusox2	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxmel1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusox32931	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxcub1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxys1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxpis1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxcon1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxrap1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxvas1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusoxy1	Ascomycota	Sordariomycetes	Hypocreales	N/A
FusoxT415	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusco1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusfu1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusve2	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusre1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusgr1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusps1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusven1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fuseq1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fustr1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fustri1	Ascomycota	Sordariomycetes	Hypocreales	N/A
FusspF11_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Necha2	Ascomycota	Sordariomycetes	Hypocreales	N/A
FusspF23_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Fusso1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Neobo1	Ascomycota	Sordariomycetes	Hypocreales	N/A
FusspF10_1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Ilyeu1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Ilysp1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Ilyrob1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Neora1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Daces1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Dacma1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Neodi1	Ascomycota	Sordariomycetes	Hypocreales	N/A
Cylol1	Ascomycota	Sordariomycetes	Hypocreales	N/A
MarPMI226	Ascomycota	Sordariomycetes	Hypocreales	N/A
Melti1	Ascomycota	Sordariomycetes	Melanosporales	N/A
Torra1	Ascomycota	Sordariomycetes	Torpedosporales	N/A
Corma2	Ascomycota	Sordariomycetes	Microascales	N/A
Mictr1	Ascomycota	Sordariomycetes	Microascales	N/A
Colsp1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colta1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colco1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colab1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Collu1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Collup1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colpa1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colme1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colcu1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colny1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colsi1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colac2	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colfi1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Gloac1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colgo1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colsa1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colph1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Color1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colso1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colzo1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colca1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colgr1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colna1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colfa1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Coler1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colsu1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colce1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colto1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Coltof1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colin1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colhig2	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colch1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Colorb1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Gloci1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Verda1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Verdah1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Veral1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Acral2	Ascomycota	Sordariomycetes	Glomerellales	N/A
Sodal1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Plecu1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Plecucu1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Plecuc1	Ascomycota	Sordariomycetes	Glomerellales	N/A
Chagl1	Ascomycota	Sordariomycetes	Sordariales	N/A
Chagl_1	Ascomycota	Sordariomycetes	Sordariales	N/A
Chafi1	Ascomycota	Sordariomycetes	Sordariales	N/A
Chame1	Ascomycota	Sordariomycetes	Sordariales	N/A
Chafu1	Ascomycota	Sordariomycetes	Sordariales	N/A
Myche1	Ascomycota	Sordariomycetes	Sordariales	N/A
Mychet1	Ascomycota	Sordariomycetes	Sordariales	N/A
Spoth2	Ascomycota	Sordariomycetes	Sordariales	Thermophilic_Fungi
Corsim1	Ascomycota	Sordariomycetes	Sordariales	N/A
Thiap1	Ascomycota	Sordariomycetes	Sordariales	N/A
Thihy1	Ascomycota	Sordariomycetes	Sordariales	N/A
Achstr1	Ascomycota	Sordariomycetes	Sordariales	N/A
Thite2				Thermophilic_Fungi
Thian1	Ascomycota	Sordariomycetes	Sordariales	N/A
Podan3	Ascomycota	Sordariomycetes	Sordariales	N/A
Podans1				N/A
Apibac1	Ascomycota	Sordariomycetes	Sordariales	N/A
Clabul1	Ascomycota	Sordariomycetes	Sordariales	N/A
Neucr2	Ascomycota	Sordariomycetes	Sordariales	N/A
Neucr_trp3_1	Ascomycota	Sordariomycetes	Sordariales	N/A
Neucr4830_1	Ascomycota	Sordariomycetes	Sordariales	N/A
Neute_mat_a1	Ascomycota	Sordariomycetes	Sordariales	N/A
Neute_matA2	Ascomycota	Sordariomycetes	Sordariales	N/A
Neuhi1	Ascomycota	Sordariomycetes	Sordariales	N/A
Neudi1	Ascomycota	Sordariomycetes	Sordariales	N/A
Gelte1	Ascomycota	Sordariomycetes	Sordariales	N/A
Sorhu1	Ascomycota	Sordariomycetes	Sordariales	N/A
Sorbr1	Ascomycota	Sordariomycetes	Sordariales	N/A
Cersc1	Ascomycota	Sordariomycetes	Sordariales	N/A
Podap1	Ascomycota	Sordariomycetes	Sordariales	N/A
Bombom1	Ascomycota	Sordariomycetes	Sordariales	N/A
Apope1	Ascomycota	Sordariomycetes	Sordariales	N/A
Lasmin1	Ascomycota	Sordariomycetes	Sordariales	N/A
Lasov1	Ascomycota	Sordariomycetes	Sordariales	N/A
Poddi1	Ascomycota	Sordariomycetes	Sordariales	N/A
Cercau1	Ascomycota	Sordariomycetes	Sordariales	N/A
Cernew1	Ascomycota	Sordariomycetes	Sordariales	N/A
Podcur1	Ascomycota	Sordariomycetes	Sordariales	N/A
Schves1	Ascomycota	Sordariomycetes	Sordariales	N/A
Bombar1	Ascomycota	Sordariomycetes	Sordariales	N/A
Lashi1	Ascomycota	Sordariomycetes	Sordariales	N/A
Lashir1	Ascomycota	Sordariomycetes	Sordariales	N/A
CodFL1790_1	Ascomycota	Sordariomycetes	Chaetosphaeriales	N/A
ThoPMI491_1	Ascomycota	Sordariomycetes	Chaetosphaeriales	N/A
Chain1	Ascomycota	Sordariomycetes	Chaetosphaeriales	N/A
Cornip1	Ascomycota	Sordariomycetes	Boliniales	N/A
Conli1	Ascomycota	Sordariomycetes	Coniochaetales	N/A
Conlig1	Ascomycota	Sordariomycetes	Coniochaetales	N/A
ConPMI546	Ascomycota	Sordariomycetes	Coniochaetales	N/A
Conioc1	Ascomycota	Sordariomycetes	Coniochaetales	N/A
LecAK0013_1	Ascomycota	Sordariomycetes	Coniochaetales	N/A
Diaam1	Ascomycota	Sordariomycetes	Diaporthales	N/A
DiaPMI573_1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Melsp1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Cytch1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Crypo1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Crypto1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Crypa2	Ascomycota	Sordariomycetes	Diaporthales	N/A
Pilidi1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Lolmi1	Ascomycota	Sordariomycetes	Diaporthales	N/A
Phaal1	Ascomycota	Sordariomycetes	Togniniales	N/A
PhaeoFL0889_1	Ascomycota	Sordariomycetes	Togniniales	N/A
Calpu1	Ascomycota	Sordariomycetes	Calosphaeriales	N/A
Ophnu1	Ascomycota	Sordariomycetes	Ophiostomatales	N/A
Ophpic1	Ascomycota	Sordariomycetes	Ophiostomatales	N/A
Ophpi1	Ascomycota	Sordariomycetes	Ophiostomatales	N/A
OphPMI507_1	Ascomycota	Sordariomycetes	Ophiostomatales	N/A
Grocl1	Ascomycota	Sordariomycetes	Ophiostomatales	N/A
Gaegr1	Ascomycota	Sordariomycetes	Magnaporthales	N/A
Magpo1	Ascomycota	Sordariomycetes	Magnaporthales	N/A
Magor1	Ascomycota	Sordariomycetes	Magnaporthales	N/A
Aciaci1	Ascomycota	Sordariomycetes		N/A
Xylcub1	Ascomycota	Sordariomycetes	Xylariales	N/A
Xylcube1	Ascomycota	Sordariomycetes	Xylariales	N/A
Xylcur114988_1	Ascomycota	Sordariomycetes	Xylariales	N/A
Xylscr1	Ascomycota	Sordariomycetes	Xylariales	N/A
