portal_id	tax_phylum	tax_class	tax_order	eco_term
Scysp1_1	Basidiomycota	Agaricomycetes	Russulales	N/A
Varmin1	Basidiomycota	Agaricomycetes	Russulales	White_rot_fungi
Amycha1	Basidiomycota	Agaricomycetes	Russulales	White_rot_fungi
Echtin1	Basidiomycota	Agaricomycetes	Russulales	N/A
Densp1	Basidiomycota	Agaricomycetes	Russulales	White_rot_fungi
Laxbic1	Basidiomycota	Agaricomycetes	Russulales	N/A
Hercor1	Basidiomycota	Agaricomycetes	Russulales	N/A
Hetan2	Basidiomycota	Agaricomycetes	Russulales	White_rot_fungi
Stehi1	Basidiomycota	Agaricomycetes	Russulales	White_rot_fungi
Thega1	Basidiomycota	Agaricomycetes	Thelephorales	mycorrhizal_fungi
Theter1	Basidiomycota	Agaricomycetes	Thelephorales	mycorrhizal_fungi
Xenvag1	Basidiomycota	Agaricomycetes		N/A
Porchr1	Basidiomycota	Agaricomycetes	Hymenochaetales	N/A
Pornie1_2	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Pheign1_1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Fomme1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Onnsc1	Basidiomycota	Agaricomycetes	Hymenochaetales	N/A
Pheni1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Phefer1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Triab1_1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Schpa1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Rigmic1	Basidiomycota	Agaricomycetes	Polyporales	White_rot_fungi
Ricfib1	Basidiomycota	Agaricomycetes	Hymenochaetales	N/A
Ricmel1	Basidiomycota	Agaricomycetes	Hymenochaetales	N/A
Kurarg1	Basidiomycota	Agaricomycetes	Corticiales	mycorrhizal_fungi
Resbic1	Basidiomycota	Agaricomycetes	Hymenochaetales	White_rot_fungi
Geatri1	Basidiomycota	Agaricomycetes	Geastrales	N/A
Sclhys1_1	Basidiomycota	Agaricomycetes		N/A
Sphst1	Basidiomycota	Agaricomycetes	Geastrales	N/A
Hyssto1	Basidiomycota	Agaricomycetes	Hysterangiales	mycorrhizal_fungi
Mutel1	Basidiomycota	Agaricomycetes	Phallales	N/A
Gaumor1_1	Basidiomycota	Agaricomycetes	Gomphales	mycorrhizal_fungi
Ramac1	Basidiomycota	Agaricomycetes	Gomphales	N/A
Sisni1	Basidiomycota	Agaricomycetes	Trechisporales	N/A
Sissu1	Basidiomycota	Agaricomycetes	Trechisporales	Brown_rot_fungi
Pormuc1	Basidiomycota	Agaricomycetes	Trechisporales	N/A
Elmca1	Basidiomycota	Agaricomycetes	Auriculariales	N/A
Exigl1	Basidiomycota	Agaricomycetes	Auriculariales	White_rot_fungi
Aurde3_1	Basidiomycota	Agaricomycetes	Auriculariales	White_rot_fungi
Olipa1	Basidiomycota	Agaricomycetes	Auriculariales	N/A
Pirin1	Basidiomycota	Agaricomycetes	Sebacinales	N/A
Serend1	Basidiomycota	Agaricomycetes	Sebacinales	orchid_mycorrhizal_fungi,mycorrhizal_fungi
Sebve1	Basidiomycota	Agaricomycetes	Sebacinales	orchid_mycorrhizal_fungi,mycorrhizal_fungi
Sebvebe1	Basidiomycota	Agaricomycetes	Sebacinales	orchid_mycorrhizal_fungi,mycorrhizal_fungi
Hydru2	Basidiomycota	Agaricomycetes	Cantharellales	mycorrhizal_fungi
Sisrad1	Basidiomycota	Agaricomycetes	Corticiales	N/A
Cananz1	Basidiomycota	Agaricomycetes	Cantharellales	mycorrhizal_fungi
ClaPMI390	Basidiomycota	Agaricomycetes	Cantharellales	N/A
Botbo1	Basidiomycota	Agaricomycetes	Cantharellales	N/A
Tulca1	Basidiomycota	Agaricomycetes	Cantharellales	orchid_mycorrhizal_fungi,mycorrhizal_fungi,orchid_mycorrhizal
Tulcal1	Basidiomycota	Agaricomycetes	Cantharellales	orchid_mycorrhizal_fungi,mycorrhizal_fungi,orchid_mycorrhizal
Rhiso1	Basidiomycota	Agaricomycetes	Cantharellales	N/A
Thacu1	Basidiomycota	Agaricomycetes	Cantharellales	N/A
CerAGI	Basidiomycota	Agaricomycetes	Cantharellales	orchid_mycorrhizal_fungi,mycorrhizal_fungi
Calco1	Basidiomycota	Dacrymycetes	Dacrymycetales	Brown_rot_fungi
Calvi1	Basidiomycota	Dacrymycetes	Dacrymycetales	White_rot_fungi
Dacsp1	Basidiomycota	Dacrymycetes	Dacrymycetales	Brown_rot_fungi
Cercer1	Basidiomycota	Dacrymycetes	Dacrymycetales	N/A
Dactor1	Basidiomycota	Dacrymycetes	Dacrymycetales	Brown_rot_fungi
Dacruf1	Basidiomycota	Dacrymycetes	Dacrymycetales	Brown_rot_fungi
Felpe1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Kocim1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Papla1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Sirint1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Fibin1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Treen1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Cryne_H99_1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Cryne_JEC21_1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Diocr1	Basidiomycota	Tremellomycetes	Tremellales	N/A
Treme1	Basidiomycota	Tremellomycetes	Tremellales	White_rot_fungi
Trias2479	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Trias8904	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Crycu1	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Triol1	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Trigue1	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Trich1	Basidiomycota	Tremellomycetes	Trichosporonales	N/A
Cryvi1	Basidiomycota	Tremellomycetes	Filobasidiales	N/A
Crywi1	Basidiomycota	Tremellomycetes	Filobasidiales	N/A
Cryte1	Basidiomycota	Tremellomycetes	Filobasidiales	N/A
Mrafri1	Basidiomycota	Tremellomycetes	Cystofilobasidiales	N/A
Walic1	Basidiomycota	Wallemiomycetes	Wallemiales	N/A
Walse1	Basidiomycota	Wallemiomycetes	Wallemiales	N/A
Basun1	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	N/A
Spore1	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Uroocc1	Basidiomycota	Ustilaginomycetes	Urocystidales	N/A
Psehu1	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Ustma2_2	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Moeaph1	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Psean1_1	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Tescy1	Basidiomycota	Ustilaginomycetes	Ustilaginales	N/A
Melen1	Basidiomycota	Ustilaginomycetes	Urocystidales	N/A
Uropr1	Basidiomycota	Ustilaginomycetes	Urocystidales	N/A
Ustsp1	Basidiomycota	Ustilaginomycetes	Violaceomycetales	N/A
Tilalb1	Basidiomycota	Exobasidiomycetes	Robbauerales	N/A
Exomac1	Basidiomycota	Exobasidiomycetes	Exobasidiales	N/A
Exova1	Basidiomycota	Exobasidiomycetes	Exobasidiales	N/A
Meimi1	Basidiomycota	Exobasidiomycetes	Exobasidiales	N/A
Acain1	Basidiomycota	Exobasidiomycetes	Exobasidiales	N/A
Hethyg1	Basidiomycota	Exobasidiomycetes	Doassansiales	N/A
Rhanym2_1	Basidiomycota	Exobasidiomycetes	Doassansiales	N/A
Cersp1	Basidiomycota	Exobasidiomycetes	Ceraceosorales	N/A
Tilwa1	Basidiomycota	Exobasidiomycetes	Entylomatales	N/A
Jamsp1	Basidiomycota	Exobasidiomycetes	Microstromatales	N/A
Rhodsp1	Basidiomycota	Exobasidiomycetes	Microstromatales	N/A
Tillet1	Basidiomycota	Exobasidiomycetes	Entylomatales	N/A
Monili2	Basidiomycota	Moniliellomycetes	Moniliellales	N/A
Tilan2	Basidiomycota	Exobasidiomycetes	Georgefischeriales	N/A
Malgl1	Basidiomycota	Malasseziomycetes	Malasseziales	N/A
Malsy1_1	Basidiomycota	Malasseziomycetes	Malasseziales	N/A
Rhoto_IFO1236_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoglu91_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoto_IFO0880_4	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoto_IFO0880_2	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoglu1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoto1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoto_IFO0559_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoto_ATCC26217_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
RhodotJ31_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhosp1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhomuc1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhoba1_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Rhodia1_1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Spopa1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Sporo1	Basidiomycota	Microbotryomycetes	Sporidiobolales	N/A
Leucr1	Basidiomycota	Microbotryomycetes	Leucosporidiales	N/A
Micld1	Basidiomycota	Microbotryomycetes	Microbotryales	N/A
Mereb1	Basidiomycota	Microbotryomycetes	Kriegeriales	N/A
Slopil1	Basidiomycota	Microbotryomycetes		N/A
Hetpy1	Basidiomycota	Microbotryomycetes	Heterogastridiales	N/A
Hyabl1	Basidiomycota	Microbotryomycetes	Heterogastridiales	N/A
Naifl1	Basidiomycota	Classiculomycetes	Classiculales	N/A
Pucst_PST78_1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Pucst1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Pucstr1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Pucgr2	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Puctr1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
PuccoNC29_1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
PuccoSD80_1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Phapa1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Melme_tre1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Melmed1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
MecolCla_1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Melap1finSC_191	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Melli1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Mellp2_3	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Melame1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Croqu1	Basidiomycota	Pucciniomycetes	Pucciniales	N/A
Sepsp1	Basidiomycota	Pucciniomycetes	Septobasidiales	N/A
Atrsp2	Basidiomycota	Atractiellomycetes	Atractiellales	N/A
Chiap1	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	N/A
Chicu1	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	N/A
Agahy1	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	N/A
Spoli1	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	N/A
Mixos1	Basidiomycota	Mixiomycetes	Mixiales	N/A
Trisp1	Basidiomycota	Tritirachiomycetes	Tritirachiales	N/A
Eryha1	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	N/A
Spogra1_1	Basidiomycota	Cystobasidiomycetes		N/A
Rhomi1	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	N/A
Naose1	Basidiomycota	Cystobasidiomycetes	Naohideales	N/A
Helpul1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Thaele1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Pilano1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Mucmuc1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Zyghet1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Chabre1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Parpar1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Mucci2	Mucoromycota	Mucoromycetes	Mucorales	N/A
Muccir1_3	Mucoromycota	Mucoromycetes	Mucorales	N/A
Ellano2	Mucoromycota	Mucoromycetes	Mucorales	N/A
Blatri_F921_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Blatri_F986_2	Mucoromycota	Mucoromycetes	Mucorales	N/A
Blatri1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Chocucu1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Gilper1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Benpoi1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Cokrec1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Mycafr1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Kircor1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Rhimi1_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Rhimi_ATCC52814_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Rhimi_ATCC11559_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Rhich1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Amyrou1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Rhior3	Mucoromycota	Mucoromycetes	Mucorales	N/A
Spoumb1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Pilumb1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Bacci1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Cirumb1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Phaart1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Zycmex1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Fenlin1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Liccor1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Lichy1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Dicele1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Dicrob1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Synrac1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Phybla1	Mucoromycota	Mucoromycetes	Mucorales	N/A
PhyblU21_2	Mucoromycota	Mucoromycetes	Mucorales	N/A
PhyblU21_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Phybl2	Mucoromycota	Mucoromycetes	Mucorales	N/A
PnitS608_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
PnitS609_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
PnitS607_1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Spifus1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Radspe1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Absrep1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Chlpad1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Halrad1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Cunech1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Gonbut1	Mucoromycota	Mucoromycetes	Mucorales	N/A
Hesve2finisherSC	Mucoromycota	Mucoromycetes	Mucorales	N/A
Umbra1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	N/A
Umbsp_AD052_1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	N/A
Umbelo1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	N/A
Umbisa1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	N/A
Jimfl_AD_1	Mucoromycota	Endogonomycetes	Endogonales	N/A
Jimfl_GMNB39_1	Mucoromycota	Endogonomycetes	Endogonales	N/A
Jimlac1	Mucoromycota	Endogonomycetes	Endogonales	N/A
Endsp1	Mucoromycota	Endogonomycetes	Endogonales	N/A
RhiirA1_1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
RhiirA5	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
Rhiir2_1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
Gloin1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
RhiirB3	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
RhiirC2	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
RhiirA4	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
Rhidi1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
Rhice1_1	Mucoromycota	Glomeromycetes	Glomerales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
Gigro1	Mucoromycota	Glomeromycetes	Diversisporales	arbuscular_mycorrhizal_fungi,mycorrhizal_fungi
MorAD185_1_1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
MorGBAus27b_1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Lobtra1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Disorn1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Mormul1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
MoeNVP64_1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Morel_U14_1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Morel2	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Morhum1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Morve1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Mormin1_1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Moramb1	Mucoromycota	Mortierellomycetes	Mortierellales	N/A
Coemoj1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Coere1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Coespi1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Kicala1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Marpt1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Linpe1	Zoopagomycota	Kickxellomycetes	Kickxellales	N/A
Rambr1	Zoopagomycota		Ramicandelaberales	N/A
DimcrSC1	Zoopagomycota	Dimargaritomycetes	Dimargaritales	N/A
Conth1	Zoopagomycota	Entomophthoromycetes	Entomophthorales	N/A
Zoorad1	Zoopagomycota	Entomophthoromycetes	Entomophthorales	N/A
Conco1	Zoopagomycota	Entomophthoromycetes	Entomophthorales	N/A
Basme2finSC	Zoopagomycota	Basidiobolomycetes	Basidiobolales	N/A
Pipcy3_1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Piptie1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Synplu1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Synps1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Synfus1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Thasp1	Zoopagomycota	Zoopagomycetes	Zoopagales	N/A
Olpbor1	Olpidiomycota	Olpidiomycetes	Olpidiales	N/A
Blabri1	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	N/A
Catan2	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	N/A
Allma1	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	N/A
Parsed1	Blastocladiomycota	Physodermatomycetes	Physodermatales	N/A
Gervar1	Chytridiomycota	Chytridiomycetes	Spizellomycetales	N/A
Powhir1	Chytridiomycota	Chytridiomycetes	Spizellomycetales	N/A
Fimjon1	Chytridiomycota	Chytridiomycetes	Spizellomycetales	N/A
Spipu1	Chytridiomycota	Chytridiomycetes	Spizellomycetales	N/A
Triarc1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Gaesem1	Chytridiomycota	Chytridiomycetes	Spizellomycetales	N/A
Blyhe1	Chytridiomycota	Chytridiomycetes		N/A
Batde5	Chytridiomycota	Chytridiomycetes	Rhizophydiales	N/A
Hompol1	Chytridiomycota	Chytridiomycetes	Rhizophydiales	N/A
Enthel1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Glopol1	Chytridiomycota	Chytridiomycetes	Rhizophydiales	N/A
Gorhay1	Chytridiomycota	Chytridiomycetes	Rhizophydiales	N/A
Polagg1_1	Chytridiomycota	Chytridiomycetes	Polychytriales	N/A
Obemuc1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Rhihy1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Chyhya1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Chytri1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Clapol1_1				N/A
Chylag1	Chytridiomycota	Chytridiomycetes	Chytridiales	N/A
Caupr1	Chytridiomycota	Chytridiomycetes	Caulochytriales	N/A
Ganpr1	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	N/A
Hyacur1	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	N/A
PirE2_1	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	N/A
Pirfi3	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	N/A
Caecom1	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	N/A
Neosp1	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	N/A
Orpsp1_1				N/A
Anasp1	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	N/A
Enche1	Microsporidia			N/A
Encro1	Microsporidia			N/A
Encin1	Microsporidia			N/A
Enccu1	Microsporidia			N/A
Nosce1	Microsporidia			N/A
Entbi1	Microsporidia			N/A
Antlo1	Microsporidia			N/A
Nempa1	Microsporidia			N/A
Rozal_SC1	Cryptomycota			N/A
Rozal1_1	Cryptomycota			N/A
